name,title,duration,country,director,genre,cast,kp_rating,kp_votes_num,imdb_rating,imdb_votes_num
По ту сторону изгороди  (сериал) Over the Garden Wall (2014) 11 мин.,Over the Garden Wall (2014),11 мин.,США,реж. Нат Кэш,"['(мультфильм,', 'фэнтези,', 'драма...)']","Элайджа Вуд, Колин Дин, ...",8.722,94 073,IMDb: 8.80,47 795
Крестный отец The Godfather (1972) 175 мин.,The Godfather (1972),175 мин.,США,реж. Фрэнсис Форд Коппола,"['(драма,', 'криминал)']","Марлон Брандо, Аль Пачино, ...",8.718,311 841,IMDb: 9.20,1 719 128
Шпион в снегах  (ТВ) Spy in the Snow (2018) 58 мин.,Spy in the Snow (2018),58 мин.,Великобритания,реж. Джон Даунер,['(документальный)'],"Дэвид Теннант, ...",8.717,1 616,IMDb: 8.20,37
В бой идут одни «старики»  (1973) 87 мин.,(1973),87 мин.,СССР,реж. Леонид Быков,"['(военный,', 'драма,', 'комедия)']","Леонид Быков, Сергей Подгорный, ...",8.711,367 977,IMDb: 8.40,4 928
BBC: Жизнь  (мини-сериал) Life (2009) 60 мин.,Life (2009),60 мин.,Великобритания,реж. Марта Холмс,['(документальный)'],"Опра Уинфри, Дэвид Аттенборо, ...",8.711,2 737,IMDb: 9.10,39 439
Pink Floyd: P. U. L. S. E. Live at Earls Court  (ТВ)  (1994) 145 мин.,(1994),145 мин.,Великобритания,реж. Дэвид Мале,"['(документальный,', 'музыка,', 'концерт)']","Дэвид Гилмор, Ник Мейсон, ...",8.711,715,IMDb: 9.30,4 960
В ожидании солнца  (сериал) Günesi Beklerken (2013 – 2014) 120 мин.,Günesi Beklerken (2013 – 2014),120 мин.,Турция,реж. Алтан Дёнмез,['(драма)'],"Керем Бюрсин, Ханде Догандемир, ...",8.710,5 634,IMDb: 6.90,1 934
Умар ибн аль-Хаттаб  (сериал) Farouk Omar (2012) 45 мин.,Farouk Omar (2012),45 мин.,Марокко,реж. Хэйтем Али,"['(биография,', 'история,', 'военный...)']","Самер Исмаил, Hazem Zedan, ...",8.708,1 529,IMDb: 9.20,5 127
Операция «Ы» и другие приключения Шурика  (1965) 95 мин.,(1965),95 мин.,СССР,реж. Леонид Гайдай,"['(комедия,', 'мелодрама,', 'криминал)']","Александр Демьяненко, Наталья Селезнёва, ...",8.707,630 946,IMDb: 8.50,12 757
Франкенштейн: Камбербэтч  Frankenstein (2011) 110 мин.,Frankenstein (2011),110 мин.,Великобритания,реж. Дэнни Бойл,"['(фантастика,', 'драма,', 'мелодрама)']","Бенедикт Камбербэтч, Джонни Ли Миллер, ...",8.703,1 911,,
Форпост  (2007) 55 мин.,(2007),55 мин.,Украина,реж. Михаил Шадрин,['(документальный)'],,8.703,1 126,,
Апокалипсис: Вторая мировая война  (мини-сериал) Apocalypse: La 2ème guerre mondiale (2009) 52 мин.,Apocalypse: La 2ème guerre mondiale (2009),52 мин.,Франция,реж. Изабель Кларк...,"['(документальный,', 'военный,', 'история)']","Матьё Кассовиц, Мартин Шин, ...",8.701,2 336,IMDb: 9.00,11 459
"Ну, погоди!  (сериал)  (1969 – 2017) 10 мин.",(1969 – 2017),10 мин.,СССР,реж. Вячеслав Котёночкин...,"['(мультфильм,', 'комедия,', 'семейный...)']","Клара Румянова, Анатолий Папанов, ...",8.700,585 368,IMDb: 8.60,5 111
Призрак оперы в Королевском Алберт-холле The Phantom of the Opera at the Royal Albert Hall (2011) 133 мин.,The Phantom of the Opera at the Royal Albert Hall (2011),133 мин.,Великобритания,реж. Ник Моррис...,"['(мюзикл,', 'триллер,', 'драма...)']","Рамин Каримлу, Сьерра Боггесс, ...",8.698,861,IMDb: 8.80,8 777
Светлячок  (сериал) Firefly (2002 – 2003) 42 мин.,Firefly (2002 – 2003),42 мин.,США,реж. Джосс Уидон...,"['(фантастика,', 'приключения,', 'боевик...)']","Нэйтан Филлион, Джина Торрес, ...",8.697,67 738,IMDb: 9.00,253 211
Muse – Live in Rome Muse - Live in Rome (2013) 95 мин.,Muse - Live in Rome (2013),95 мин.,США,реж. Matt Askem,"['(концерт,', 'музыка)']","Мэттью Беллами, Доминик Ховард, ...",8.697,1 731,IMDb: 8.90,525
Владимир Высоцкий. Монолог  (1987) 60 мин.,(1987),60 мин.,СССР,реж. Ксения Маринина,['(музыка)'],"Владимир Высоцкий, ...",8.697,640,,
Топ Гир  (сериал) Top Gear (1978 – 2002) 22 мин.,Top Gear (1978 – 2002),22 мин.,Великобритания,реж. Philip Franklin...,['(документальный)'],"Тифф Нидл, Джереми Кларксон, ...",8.696,15 900,IMDb: 8.30,24 779
Coldplay Live 2012  (видео) Coldplay Live 2012 (2012) 96 мин.,Coldplay Live 2012 (2012),96 мин.,Великобритания,реж. Пол Дагдейл,['(концерт)'],"Гай Берриман, Джон Баклэнд, ...",8.695,559,IMDb: 8.80,856
Green Day: Пуля в Библии  (видео) Green Day: Bullet in a Bible (2005) 115 мин.,Green Day: Bullet in a Bible (2005),115 мин.,Великобритания,реж. Сэмюэл Байер,"['(документальный,', 'музыка,', 'концерт)']","Билли Джо Армстронг, Green Day, ...",8.694,918,IMDb: 8.70,1 756
Настоящий детектив  (сериал) True Detective (2014 – 2019) 60 мин.,True Detective (2014 – 2019),60 мин.,США,реж. Кэри Дзёдзи Фукунага...,"['(детектив,', 'криминал,', 'триллер...)']","Мэттью МакКонахи, Колин Фаррелл, ...",8.693,256 342,IMDb: 8.90,527 505
Лего Френдс: Сила дружбы  (сериал) Lego Friends: The Power of Friendship (2016) 23 мин.,Lego Friends: The Power of Friendship (2016),23 мин.,Дания,реж. Андре Бергс,['(мультфильм)'],"Рэйчел Хегер, Алекса Кан, ...",8.690,1 152,IMDb: 6.20,45
Последний человек  (сериал) Lastman (2016) 11 мин.,Lastman (2016),11 мин.,Франция,реж. Жереми Перен,"['(мультфильм,', 'боевик,', 'детектив...)']","Тайлер Банч, Корин Уильямс, ...",8.689,8 531,IMDb: 8.60,873
О мышах и людях Of Mice and Men (2014) 155 мин.,Of Mice and Men (2014),155 мин.,США,реж. Анна Д. Шапиро,['(драма)'],"Джеймс Франко, Крис О’Дауд, ...",8.685,958,IMDb: 7.80,141
Крепость  (мини-сериал)  (2011) 46 мин.,(2011),46 мин.,Россия,реж. Александр Котт,"['(драма,', 'военный)']","Алексей Копашов, Андрей Мерзликин, ...",8.684,1 072,,
Доктор Кто  (сериал) Doctor Who (2005 – ...) 43 мин.,Doctor Who (2005 – ...),43 мин.,Великобритания,реж. Грэм Харпер...,"['(фантастика,', 'драма,', 'комедия...)']","Дэвид Теннант, Мэтт Смит, ...",8.683,99 479,IMDb: 8.60,210 300
Код Гиас: Восставший Лелуш R2  (сериал) Kôdo giasu: Hangyaku no rurûshu R2 (2008) 22 мин.,Kôdo giasu: Hangyaku no rurûshu R2 (2008),22 мин.,Япония,реж. Горо Танигути,"['(аниме,', 'мультфильм,', 'фантастика...)']","Дзюн Фукуяма, Такахиро Сакурай, ...",8.682,19 568,IMDb: 8.90,8 773
Тайны Тихого океана  (мини-сериал) South Pacific (2009) 50 мин.,South Pacific (2009),50 мин.,Великобритания,реж. Кьяра Беллати...,['(документальный)'],"Бенедикт Камбербэтч, Майк Роу, ...",8.682,958,IMDb: 8.70,2 383
Приключения Пети и Волка  (сериал)  (2018 – 2021) 10 мин.,(2018 – 2021),10 мин.,Россия,реж. Алексей Лебедев,['(мультфильм)'],"Владимир Маслаков, Иван Чабан, ...",8.680,19 267,,
"Город, в котором меня нет  (сериал) Boku dake ga inai machi (2016) 25 мин.",Boku dake ga inai machi (2016),25 мин.,Япония,реж. Томохико Ито...,"['(аниме,', 'мультфильм,', 'драма...)']","Синносукэ Мицусима, Минами Такаяма, ...",8.678,26 617,IMDb: 8.50,38 115
Императрица Ки  (сериал) Ki Hwanghu (2013 – 2014) 60 мин.,Ki Hwanghu (2013 – 2014),60 мин.,Корея Южная,реж. Хан Хи...,"['(история,', 'биография,', 'драма...)']","Ха Джи-вон, Чу Джин-мо, ...",8.678,22 856,IMDb: 8.50,2 294
Мадонна: Живой концерт в Лондоне  (ТВ) Madonna: The Confessions Tour Live from London (2006) 121 мин.,Madonna: The Confessions Tour Live from London (2006),121 мин.,США,реж. Йонас Окерлунд...,"['(документальный,', 'музыка,', 'концерт)']","Мадонна, Стюарт Прайс, ...",8.676,805,IMDb: 9.00,1 905
Доминион Dominion (2018) 120 мин.,Dominion (2018),120 мин.,Австралия,реж. Chris Delforce,['(документальный)'],"Хоакин Феникс, Руни Мара, ...",8.675,1 024,IMDb: 9.00,3 125
Дикая природа России  (мини-сериал) Wildes Russland (2008) 360 мин.,Wildes Russland (2008),360 мин.,Германия,реж. Оливер Гётцль...,['(документальный)'],"Кристиан Брюкнер, Джейсон Хильдебрандт, ...",8.673,1 391,IMDb: 8.40,615
Евгений Гришковец: Предисловие  (мини-сериал)  (2019) 204 мин.,(2019),204 мин.,Россия,реж. Евгений Гришковец,['(драма)'],"Евгений Гришковец, ...",8.673,1 032,,
Спина к спине  (сериал)  (2020 – ...) ,(2020 – ...),,Россия,реж. Екатерина Тыртышная...,['(мультфильм)'],"Анастасия Бандурка, Любовь Никитина, ...",8.673,569,,
Леон Léon (1994) 133 мин.,Léon (1994),133 мин.,Франция,реж. Люк Бессон,"['(боевик,', 'триллер,', 'драма...)']","Жан Рено, Натали Портман, ...",8.672,527 333,IMDb: 8.50,1 091 864
Повар императора  (сериал) Tenno no Ryoriban (2015) 54 мин.,Tenno no Ryoriban (2015),54 мин.,Япония,реж. Юитиро Хиракава...,"['(биография,', 'драма,', 'история)']","Такэру Сато, Хару Куроки, ...",8.669,13 604,IMDb: 7.50,413
Намедни. Наша эра. 1961-2003  (сериал)  (1997 – 2003) 47 мин.,(1997 – 2003),47 мин.,Россия,реж. Джаник Файзиев,['(документальный)'],"Леонид Парфенов, Сергей Караганов, ...",8.669,8 282,IMDb: 8.60,260
Nightwish: Конец эры  (видео) Nightwish: End of an Era (2006) 103 мин.,Nightwish: End of an Era (2006),103 мин.,Финляндия,реж. Антти Йокинен,"['(музыка,', 'концерт)']","Тарья Турунен, Туомас Холопайнен, ...",8.666,1 115,IMDb: 9.10,854
"Крош, Джармуш, рок-н-ролл: Как устроены «Смешарики»  (2020) ",(2020),,,,[],,8.665,5 724,,
Queen: Greatest Video Hits 1  (видео)  (2002) 200 мин.,(2002),200 мин.,Великобритания,реж. Дерек Бербидж...,"['(документальный,', 'музыка)']","Джон Дикон, Брайан Мэй, ...",8.665,603,IMDb: 8.80,447
Начало Inception (2010) 148 мин.,Inception (2010),148 мин.,США,реж. Кристофер Нолан,"['(фантастика,', 'боевик,', 'триллер...)']","Леонардо ДиКаприо, Джозеф Гордон-Левитт, ...",8.661,817 165,IMDb: 8.80,2 192 912
Цветняшки  (сериал)  (2021 – ...) 5 мин.,(2021 – ...),5 мин.,Россия,реж. Гаянэ Охота...,"['(мультфильм,', 'мюзикл,', 'детский)']","Варвара Саранцева, Ирина Уханова, ...",8.661,600,,
Рождённые в СССР. Семилетние  (ТВ) Age 7 in the USSR (1991) 68 мин.,Age 7 in the USSR (1991),68 мин.,Великобритания,реж. Сергей Мирошниченко,['(документальный)'],"Алёна, Алмаз, ...",8.655,5 574,IMDb: 8.40,181
Одна ночь в Париже  (видео) Depeche Mode: One Night in Paris (2002) 118 мин.,Depeche Mode: One Night in Paris (2002),118 мин.,Великобритания,реж. Антон Корбейн,"['(документальный,', 'музыка,', 'концерт)']","Эндрю Флетчер, Дэвид Гаан, ...",8.655,644,IMDb: 8.70,784
Бесстыжие  (сериал) Shameless (2011 – 2021) 55 мин.,Shameless (2011 – 2021),55 мин.,США,реж. Иэн Б. МакДональд...,"['(драма,', 'комедия)']","Уильям Х. Мэйси, Итан Каткоски, ...",8.654,258 957,IMDb: 8.50,220 677
Медведи Камчатки. Начало жизни  (2018) 55 мин.,(2018),55 мин.,Россия,реж. Владислав Гришин...,['(документальный)'],,8.652,7 983,,
Стратегия выживания  (мини-сериал) Strategy of Life (2017) 50 мин.,Strategy of Life (2017),50 мин.,Корея Южная,реж. Пак Сын-ун,['(документальный)'],,8.652,1 397,,
Голяк  (сериал) Brassic (2019 – 2021) 43 мин.,Brassic (2019 – 2021),43 мин.,Великобритания,реж. Джон Райт...,"['(комедия,', 'криминал)']","Дэмиен Молони, Мишель Кигэн, ...",8.650,194 607,IMDb: 8.40,7 211
Земля: Один потрясающий день Earth: One Amazing Day (2017) 95 мин.,Earth: One Amazing Day (2017),95 мин.,Великобритания,реж. Ричард Дэйл...,"['(документальный,', 'семейный)']","Роберт Редфорд, Джеки Чан, ...",8.650,18 880,IMDb: 7.80,2 768
